Variable,date,Hour,Value
speed,14-11-2015,02:00,4
direction,14-11-2015,02:00,60
speed,14-11-2015,05:00,5
direction,14-11-2015,05:00,70
speed,14-11-2015,08:00,6
direction,14-11-2015,08:00,70
speed,14-11-2015,11:00,5.5
direction,14-11-2015,11:00,90
speed,14-11-2015,14:00,3.5
direction,14-11-2015,14:00,90
speed,14-11-2015,17:00,3
direction,14-11-2015,17:00,60
speed,14-11-2015,20:00,4
direction,14-11-2015,20:00,60
speed,14-11-2015,23:00,4.5
direction,14-11-2015,23:00,60
speed,15-11-2015,02:00,5
direction,15-11-2015,02:00,60
speed,15-11-2015,05:00,6
direction,15-11-2015,05:00,70
speed,15-11-2015,08:00,6
direction,15-11-2015,08:00,70
speed,15-11-2015,11:00,6
direction,15-11-2015,11:00,70
speed,15-11-2015,14:00,3
direction,15-11-2015,14:00,70
speed,15-11-2015,17:00,3.5
direction,15-11-2015,17:00,60
speed,15-11-2015,20:00,3
direction,15-11-2015,20:00,70
speed,15-11-2015,23:00,3
direction,15-11-2015,23:00,60
speed,16-11-2015,02:00,2
direction,16-11-2015,02:00,100
speed,16-11-2015,05:00,4
direction,16-11-2015,05:00,170
speed,16-11-2015,08:00,2.5
direction,16-11-2015,08:00,120
speed,16-11-2015,11:00,4.5
direction,16-11-2015,11:00,170
speed,16-11-2015,14:00,4
direction,16-11-2015,14:00,210
speed,16-11-2015,17:00,6
direction,16-11-2015,17:00,190
speed,16-11-2015,20:00,4.5
direction,16-11-2015,20:00,130
speed,16-11-2015,23:00,5
direction,16-11-2015,23:00,140
speed,17-11-2015,02:00,4.5
direction,17-11-2015,02:00,130
speed,17-11-2015,05:00,6.5
direction,17-11-2015,05:00,330
speed,17-11-2015,08:00,7.5
direction,17-11-2015,08:00,220
speed,17-11-2015,11:00,6
direction,17-11-2015,11:00,150
speed,17-11-2015,14:00,2.5
direction,17-11-2015,14:00,90
speed,17-11-2015,17:00,3
direction,17-11-2015,17:00,130
speed,17-11-2015,20:00,4
direction,17-11-2015,20:00,140
speed,17-11-2015,23:00,3
direction,17-11-2015,23:00,130
speed,18-11-2015,02:00,3.5
direction,18-11-2015,02:00,110
speed,18-11-2015,05:00,2.5
direction,18-11-2015,05:00,130
speed,18-11-2015,08:00,3.5
direction,18-11-2015,08:00,150
speed,18-11-2015,11:00,3
direction,18-11-2015,11:00,220
speed,18-11-2015,14:00,2.5
direction,18-11-2015,14:00,230
speed,18-11-2015,17:00,3.5
direction,18-11-2015,17:00,290
speed,18-11-2015,20:00,4
direction,18-11-2015,20:00,270
speed,18-11-2015,23:00,1
direction,18-11-2015,23:00,40
speed,19-11-2015,02:00,3.5
direction,19-11-2015,02:00,140
speed,19-11-2015,05:00,3.5
direction,19-11-2015,05:00,130
speed,19-11-2015,08:00,3.5
direction,19-11-2015,08:00,140
speed,19-11-2015,11:00,2.5
direction,19-11-2015,11:00,210
speed,19-11-2015,14:00,3
direction,19-11-2015,14:00,310
speed,19-11-2015,17:00,3
direction,19-11-2015,17:00,330
speed,19-11-2015,20:00,2
direction,19-11-2015,20:00,90
speed,19-11-2015,23:00,2.5
direction,19-11-2015,23:00,110
speed,20-11-2015,02:00,3
direction,20-11-2015,02:00,80
speed,20-11-2015,05:00,2
direction,20-11-2015,05:00,80
speed,20-11-2015,08:00,3
direction,20-11-2015,08:00,50
speed,20-11-2015,11:00,4
direction,20-11-2015,11:00,40
speed,20-11-2015,14:00,5.5
direction,20-11-2015,14:00,340
speed,20-11-2015,17:00,9.5
direction,20-11-2015,17:00,360
speed,20-11-2015,20:00,2
direction,20-11-2015,20:00,60
speed,20-11-2015,23:00,1
direction,20-11-2015,23:00,50
speed,21-11-2015,02:00,4.5
direction,21-11-2015,02:00,70
speed,21-11-2015,05:00,5
direction,21-11-2015,05:00,70
speed,21-11-2015,08:00,4
direction,21-11-2015,08:00,60
speed,21-11-2015,11:00,4.5
direction,21-11-2015,11:00,100
speed,21-11-2015,14:00,3
direction,21-11-2015,14:00,110
speed,21-11-2015,17:00,4.5
direction,21-11-2015,17:00,60
speed,21-11-2015,20:00,4
direction,21-11-2015,20:00,70
speed,21-11-2015,23:00,3.5
direction,21-11-2015,23:00,60
speed,22-11-2015,02:00,5.5
direction,22-11-2015,02:00,70
speed,22-11-2015,05:00,5.5
direction,22-11-2015,05:00,70
speed,22-11-2015,08:00,6.5
direction,22-11-2015,08:00,70
speed,22-11-2015,11:00,6.5
direction,22-11-2015,11:00,80
speed,22-11-2015,14:00,5.5
direction,22-11-2015,14:00,80
speed,22-11-2015,17:00,5
direction,22-11-2015,17:00,70
speed,22-11-2015,20:00,4.5
direction,22-11-2015,20:00,70
speed,22-11-2015,23:00,2
direction,22-11-2015,23:00,90
speed,23-11-2015,02:00,4
direction,23-11-2015,02:00,90
speed,23-11-2015,05:00,5
direction,23-11-2015,05:00,80
speed,23-11-2015,08:00,5
direction,23-11-2015,08:00,70
speed,23-11-2015,11:00,6.5
direction,23-11-2015,11:00,70
speed,23-11-2015,14:00,4.5
direction,23-11-2015,14:00,60
speed,23-11-2015,17:00,6.5
direction,23-11-2015,17:00,20
speed,23-11-2015,20:00,2
direction,23-11-2015,20:00,40
speed,23-11-2015,23:00,1
direction,23-11-2015,23:00,90
speed,24-11-2015,02:00,3.5
direction,24-11-2015,02:00,120
speed,24-11-2015,05:00,3.5
direction,24-11-2015,05:00,70
speed,24-11-2015,08:00,4
direction,24-11-2015,08:00,70
speed,24-11-2015,11:00,3
direction,24-11-2015,11:00,70
speed,24-11-2015,14:00,5.5
direction,24-11-2015,14:00,50
speed,24-11-2015,17:00,5.5
direction,24-11-2015,17:00,10
speed,24-11-2015,20:00,3
direction,24-11-2015,20:00,60
speed,24-11-2015,23:00,3.5
direction,24-11-2015,23:00,70
speed,25-11-2015,02:00,3
direction,25-11-2015,02:00,50
speed,25-11-2015,05:00,4.5
direction,25-11-2015,05:00,70
speed,25-11-2015,08:00,4
direction,25-11-2015,08:00,70
speed,25-11-2015,11:00,5
direction,25-11-2015,11:00,70
speed,25-11-2015,14:00,4
direction,25-11-2015,14:00,90
speed,25-11-2015,17:00,4
direction,25-11-2015,17:00,90
speed,25-11-2015,20:00,3.5
direction,25-11-2015,20:00,100
speed,25-11-2015,23:00,3.5
direction,25-11-2015,23:00,110
speed,26-11-2015,02:00,2.5
direction,26-11-2015,02:00,80
speed,26-11-2015,05:00,2
direction,26-11-2015,05:00,100
speed,26-11-2015,08:00,2
direction,26-11-2015,08:00,100
speed,26-11-2015,11:00,4.5
direction,26-11-2015,11:00,190
speed,26-11-2015,14:00,5
direction,26-11-2015,14:00,230
speed,26-11-2015,17:00,1
direction,26-11-2015,17:00,100
speed,26-11-2015,20:00,1.5
direction,26-11-2015,20:00,30
speed,26-11-2015,23:00,3.5
direction,26-11-2015,23:00,60
speed,27-11-2015,02:00,2.5
direction,27-11-2015,02:00,90
speed,27-11-2015,05:00,4
direction,27-11-2015,05:00,110
speed,27-11-2015,08:00,4
direction,27-11-2015,08:00,110
speed,27-11-2015,11:00,4
direction,27-11-2015,11:00,200
speed,27-11-2015,14:00,3.5
direction,27-11-2015,14:00,250
speed,27-11-2015,17:00,2
direction,27-11-2015,17:00,330
speed,27-11-2015,20:00,1.5
direction,27-11-2015,20:00,90
speed,27-11-2015,23:00,2.5
direction,27-11-2015,23:00,110
speed,28-11-2015,02:00,3
direction,28-11-2015,02:00,110
speed,28-11-2015,05:00,1.5
direction,28-11-2015,05:00,80
speed,28-11-2015,08:00,1
direction,28-11-2015,08:00,100
speed,28-11-2015,11:00,2.5
direction,28-11-2015,11:00,270
speed,28-11-2015,14:00,2.5
direction,28-11-2015,14:00,280
speed,28-11-2015,17:00,2.5
direction,28-11-2015,17:00,340
speed,28-11-2015,20:00,1.5
direction,28-11-2015,20:00,90
speed,28-11-2015,23:00,4.5
direction,28-11-2015,23:00,110
speed,29-11-2015,02:00,1.5
direction,29-11-2015,02:00,80
speed,29-11-2015,05:00,3.5
direction,29-11-2015,05:00,120
speed,29-11-2015,08:00,4
direction,29-11-2015,08:00,120
speed,29-11-2015,11:00,3.5
direction,29-11-2015,11:00,200
speed,29-11-2015,14:00,4
direction,29-11-2015,14:00,220
speed,29-11-2015,17:00,3
direction,29-11-2015,17:00,270
speed,29-11-2015,20:00,3.5
direction,29-11-2015,20:00,300
speed,29-11-2015,23:00,2.5
direction,29-11-2015,23:00,130
speed,30-11-2015,02:00,3
direction,30-11-2015,02:00,120
speed,30-11-2015,05:00,4
direction,30-11-2015,05:00,110
speed,30-11-2015,08:00,3
direction,30-11-2015,08:00,130
speed,30-11-2015,11:00,4.5
direction,30-11-2015,11:00,190
speed,30-11-2015,14:00,1
direction,30-11-2015,14:00,100
speed,30-11-2015,17:00,5
direction,30-11-2015,17:00,260
speed,30-11-2015,20:00,3
direction,30-11-2015,20:00,270
speed,30-11-2015,23:00,10.5
direction,30-11-2015,23:00,310
speed,01-12-2015,02:00,4.5
direction,01-12-2015,02:00,290
speed,01-12-2015,05:00,4.5
direction,01-12-2015,05:00,150
speed,01-12-2015,08:00,4.5
direction,01-12-2015,08:00,280
speed,01-12-2015,11:00,5.5
direction,01-12-2015,11:00,260
speed,01-12-2015,14:00,5.5
direction,01-12-2015,14:00,280
speed,01-12-2015,17:00,3.5
direction,01-12-2015,17:00,260
speed,01-12-2015,20:00,3.5
direction,01-12-2015,20:00,220
speed,01-12-2015,23:00,3.5
direction,01-12-2015,23:00,120
speed,02-12-2015,02:00,3
direction,02-12-2015,02:00,110
speed,02-12-2015,05:00,4.5
direction,02-12-2015,05:00,140
speed,02-12-2015,08:00,4
direction,02-12-2015,08:00,140
speed,02-12-2015,11:00,5.5
direction,02-12-2015,11:00,190
speed,02-12-2015,14:00,4.5
direction,02-12-2015,14:00,270
speed,02-12-2015,17:00,5
direction,02-12-2015,17:00,270
speed,02-12-2015,20:00,3.5
direction,02-12-2015,20:00,240
speed,02-12-2015,23:00,6.5
direction,02-12-2015,23:00,280
speed,03-12-2015,02:00,5
direction,03-12-2015,02:00,250
speed,03-12-2015,05:00,8
direction,03-12-2015,05:00,280
speed,03-12-2015,08:00,9.5
direction,03-12-2015,08:00,320
speed,03-12-2015,11:00,10
direction,03-12-2015,11:00,360
speed,03-12-2015,14:00,8.5
direction,03-12-2015,14:00,350
speed,03-12-2015,17:00,7.5
direction,03-12-2015,17:00,10
speed,03-12-2015,20:00,3.5
direction,03-12-2015,20:00,60
speed,03-12-2015,23:00,3
direction,03-12-2015,23:00,70
speed,04-12-2015,02:00,4
direction,04-12-2015,02:00,60
speed,04-12-2015,05:00,3
direction,04-12-2015,05:00,80
speed,04-12-2015,08:00,5.5
direction,04-12-2015,08:00,70
speed,04-12-2015,11:00,5.5
direction,04-12-2015,11:00,60
speed,04-12-2015,14:00,5
direction,04-12-2015,14:00,60
speed,04-12-2015,17:00,6.5
direction,04-12-2015,17:00,20
speed,04-12-2015,20:00,4.5
direction,04-12-2015,20:00,50
speed,04-12-2015,23:00,3.5
direction,04-12-2015,23:00,50
speed,05-12-2015,02:00,5.5
direction,05-12-2015,02:00,70
speed,05-12-2015,05:00,4.5
direction,05-12-2015,05:00,60
speed,05-12-2015,08:00,6
direction,05-12-2015,08:00,70
speed,05-12-2015,11:00,7
direction,05-12-2015,11:00,70
speed,05-12-2015,14:00,8.5
direction,05-12-2015,14:00,10
speed,05-12-2015,17:00,2
direction,05-12-2015,17:00,80
speed,05-12-2015,20:00,3.5
direction,05-12-2015,20:00,110
speed,05-12-2015,23:00,2
direction,05-12-2015,23:00,80
speed,06-12-2015,02:00,4
direction,06-12-2015,02:00,80
speed,06-12-2015,05:00,2
direction,06-12-2015,05:00,140
speed,06-12-2015,08:00,3.5
direction,06-12-2015,08:00,130
speed,06-12-2015,11:00,1.5
direction,06-12-2015,11:00,190
speed,06-12-2015,14:00,3
direction,06-12-2015,14:00,220
speed,06-12-2015,17:00,6.5
direction,06-12-2015,17:00,350
speed,06-12-2015,20:00,1
direction,06-12-2015,20:00,70
speed,06-12-2015,23:00,3
direction,06-12-2015,23:00,130
speed,07-12-2015,02:00,4.5
direction,07-12-2015,02:00,130
speed,07-12-2015,05:00,3.5
direction,07-12-2015,05:00,130
speed,07-12-2015,08:00,3
direction,07-12-2015,08:00,120
speed,07-12-2015,11:00,1.5
direction,07-12-2015,11:00,240
speed,07-12-2015,14:00,3
direction,07-12-2015,14:00,320
speed,07-12-2015,17:00,4
direction,07-12-2015,17:00,350
speed,07-12-2015,20:00,3
direction,07-12-2015,20:00,100
speed,07-12-2015,23:00,2
direction,07-12-2015,23:00,100
speed,08-12-2015,02:00,2
direction,08-12-2015,02:00,80
speed,08-12-2015,05:00,3.5
direction,08-12-2015,05:00,60
speed,08-12-2015,08:00,4
direction,08-12-2015,08:00,70
speed,08-12-2015,11:00,4
direction,08-12-2015,11:00,90
speed,08-12-2015,14:00,2
direction,08-12-2015,14:00,60
speed,08-12-2015,17:00,3.5
direction,08-12-2015,17:00,30
speed,08-12-2015,20:00,3
direction,08-12-2015,20:00,90
speed,08-12-2015,23:00,4
direction,08-12-2015,23:00,80
speed,09-12-2015,02:00,3.5
direction,09-12-2015,02:00,80
speed,09-12-2015,05:00,3.5
direction,09-12-2015,05:00,60
speed,09-12-2015,08:00,3.5
direction,09-12-2015,08:00,70
speed,09-12-2015,11:00,2.5
direction,09-12-2015,11:00,60
speed,09-12-2015,14:00,3.5
direction,09-12-2015,14:00,300
speed,09-12-2015,17:00,3.5
direction,09-12-2015,17:00,30
speed,09-12-2015,20:00,2
direction,09-12-2015,20:00,90
speed,09-12-2015,23:00,1
direction,09-12-2015,23:00,100
speed,10-12-2015,02:00,3.5
direction,10-12-2015,02:00,70
speed,10-12-2015,05:00,3
direction,10-12-2015,05:00,80
speed,10-12-2015,08:00,3.5
direction,10-12-2015,08:00,80
speed,10-12-2015,11:00,1
direction,10-12-2015,11:00,280
speed,10-12-2015,14:00,3
direction,10-12-2015,14:00,280
speed,10-12-2015,17:00,2
direction,10-12-2015,17:00,320
speed,10-12-2015,20:00,3.5
direction,10-12-2015,20:00,120
speed,10-12-2015,23:00,4
direction,10-12-2015,23:00,110
speed,11-12-2015,02:00,3
direction,11-12-2015,02:00,80
speed,11-12-2015,05:00,4
direction,11-12-2015,05:00,80
speed,11-12-2015,08:00,3.5
direction,11-12-2015,08:00,70
speed,11-12-2015,11:00,1
direction,11-12-2015,11:00,230
speed,11-12-2015,14:00,3.5
direction,11-12-2015,14:00,260
speed,11-12-2015,17:00,1.5
direction,11-12-2015,17:00,330
speed,11-12-2015,20:00,2.5
direction,11-12-2015,20:00,80
speed,11-12-2015,23:00,2
direction,11-12-2015,23:00,100
speed,12-12-2015,02:00,2
direction,12-12-2015,02:00,70
speed,12-12-2015,05:00,3
direction,12-12-2015,05:00,70
speed,12-12-2015,08:00,3
direction,12-12-2015,08:00,70
speed,12-12-2015,11:00,2.5
direction,12-12-2015,11:00,150
speed,12-12-2015,14:00,4
direction,12-12-2015,14:00,230
speed,12-12-2015,17:00,2
direction,12-12-2015,17:00,220
speed,12-12-2015,20:00,3
direction,12-12-2015,20:00,60
speed,12-12-2015,23:00,3
direction,12-12-2015,23:00,70
speed,13-12-2015,02:00,4
direction,13-12-2015,02:00,70
speed,13-12-2015,05:00,3
direction,13-12-2015,05:00,60
speed,13-12-2015,08:00,2.5
direction,13-12-2015,08:00,140
speed,13-12-2015,11:00,4.5
direction,13-12-2015,11:00,70
speed,13-12-2015,14:00,5.5
direction,13-12-2015,14:00,70
speed,13-12-2015,17:00,2.5
direction,13-12-2015,17:00,70
speed,13-12-2015,20:00,3
direction,13-12-2015,20:00,100
speed,13-12-2015,23:00,2.5
direction,13-12-2015,23:00,260
speed,14-12-2015,02:00,5
direction,14-12-2015,02:00,340
speed,14-12-2015,05:00,4.5
direction,14-12-2015,05:00,140
speed,14-12-2015,08:00,5.5
direction,14-12-2015,08:00,140
speed,14-12-2015,11:00,3.5
direction,14-12-2015,11:00,170
speed,14-12-2015,14:00,3
direction,14-12-2015,14:00,220
speed,14-12-2015,17:00,3
direction,14-12-2015,17:00,300
speed,14-12-2015,20:00,2
direction,14-12-2015,20:00,60
speed,14-12-2015,23:00,2
direction,14-12-2015,23:00,130
speed,15-12-2015,02:00,4
direction,15-12-2015,02:00,120
speed,15-12-2015,05:00,4
direction,15-12-2015,05:00,130
speed,15-12-2015,08:00,5
direction,15-12-2015,08:00,140
speed,15-12-2015,11:00,5
direction,15-12-2015,11:00,190
speed,15-12-2015,14:00,5.5
direction,15-12-2015,14:00,210
speed,15-12-2015,17:00,5
direction,15-12-2015,17:00,210
speed,15-12-2015,20:00,2.5
direction,15-12-2015,20:00,110
speed,15-12-2015,23:00,3.5
direction,15-12-2015,23:00,120
speed,16-12-2015,02:00,2.5
direction,16-12-2015,02:00,140
speed,16-12-2015,05:00,3
direction,16-12-2015,05:00,120
speed,16-12-2015,08:00,1.5
direction,16-12-2015,08:00,70
speed,16-12-2015,11:00,2
direction,16-12-2015,11:00,140
speed,16-12-2015,14:00,3
direction,16-12-2015,14:00,310
speed,16-12-2015,17:00,3.5
direction,16-12-2015,17:00,330
speed,16-12-2015,20:00,3.5
direction,16-12-2015,20:00,70
speed,16-12-2015,23:00,3
direction,16-12-2015,23:00,60
speed,17-12-2015,02:00,2.5
direction,17-12-2015,02:00,60
speed,17-12-2015,05:00,2.5
direction,17-12-2015,05:00,60
speed,17-12-2015,08:00,4.5
direction,17-12-2015,08:00,130
speed,17-12-2015,11:00,5
direction,17-12-2015,11:00,150
speed,17-12-2015,14:00,3.5
direction,17-12-2015,14:00,140
speed,17-12-2015,17:00,4.5
direction,17-12-2015,17:00,140
speed,17-12-2015,20:00,3
direction,17-12-2015,20:00,150
speed,17-12-2015,23:00,4
direction,17-12-2015,23:00,130
speed,18-12-2015,02:00,6
direction,18-12-2015,02:00,150
speed,18-12-2015,05:00,6.5
direction,18-12-2015,05:00,160
speed,18-12-2015,08:00,7
direction,18-12-2015,08:00,160
speed,18-12-2015,11:00,5.5
direction,18-12-2015,11:00,150
speed,18-12-2015,14:00,6.5
direction,18-12-2015,14:00,180
speed,18-12-2015,17:00,4.5
direction,18-12-2015,17:00,160
speed,18-12-2015,20:00,3.5
direction,18-12-2015,20:00,10
speed,18-12-2015,23:00,2.5
direction,18-12-2015,23:00,90
speed,19-12-2015,02:00,3.5
direction,19-12-2015,02:00,70
speed,19-12-2015,05:00,3.5
direction,19-12-2015,05:00,110
speed,19-12-2015,08:00,2.5
direction,19-12-2015,08:00,100
speed,19-12-2015,11:00,1.5
direction,19-12-2015,11:00,220
speed,19-12-2015,14:00,5
direction,19-12-2015,14:00,320
speed,19-12-2015,17:00,2.5
direction,19-12-2015,17:00,320
speed,19-12-2015,20:00,3
direction,19-12-2015,20:00,130
speed,19-12-2015,23:00,2.5
direction,19-12-2015,23:00,110
speed,20-12-2015,02:00,4
direction,20-12-2015,02:00,70
speed,20-12-2015,05:00,4
direction,20-12-2015,05:00,120
speed,20-12-2015,08:00,3
direction,20-12-2015,08:00,80
speed,20-12-2015,11:00,1.5
direction,20-12-2015,11:00,40
speed,20-12-2015,14:00,2.5
direction,20-12-2015,14:00,280
speed,20-12-2015,17:00,2
direction,20-12-2015,17:00,270
speed,20-12-2015,20:00,2
direction,20-12-2015,20:00,100
speed,20-12-2015,23:00,3
direction,20-12-2015,23:00,110
speed,21-12-2015,02:00,2.5
direction,21-12-2015,02:00,100
speed,21-12-2015,05:00,4
direction,21-12-2015,05:00,70
speed,21-12-2015,08:00,4.5
direction,21-12-2015,08:00,70
speed,21-12-2015,11:00,1.5
direction,21-12-2015,11:00,60
speed,21-12-2015,14:00,4
direction,21-12-2015,14:00,350
speed,21-12-2015,17:00,6
direction,21-12-2015,17:00,20
speed,21-12-2015,20:00,3
direction,21-12-2015,20:00,70
speed,21-12-2015,23:00,3
direction,21-12-2015,23:00,60
speed,22-12-2015,02:00,2
direction,22-12-2015,02:00,100
speed,22-12-2015,05:00,2.5
direction,22-12-2015,05:00,80
speed,22-12-2015,08:00,3
direction,22-12-2015,08:00,80
speed,22-12-2015,11:00,5
direction,22-12-2015,11:00,30
speed,22-12-2015,14:00,3
direction,22-12-2015,14:00,80
speed,22-12-2015,17:00,2.5
direction,22-12-2015,17:00,70
speed,22-12-2015,20:00,3.5
direction,22-12-2015,20:00,60
speed,22-12-2015,23:00,3.5
direction,22-12-2015,23:00,70
speed,23-12-2015,02:00,4
direction,23-12-2015,02:00,70
speed,23-12-2015,05:00,4.5
direction,23-12-2015,05:00,60
speed,23-12-2015,08:00,2.5
direction,23-12-2015,08:00,80
speed,23-12-2015,11:00,4.5
direction,23-12-2015,11:00,70
speed,23-12-2015,14:00,5
direction,23-12-2015,14:00,340
speed,23-12-2015,17:00,5
direction,23-12-2015,17:00,350
speed,23-12-2015,20:00,2.5
direction,23-12-2015,20:00,80
speed,23-12-2015,23:00,3
direction,23-12-2015,23:00,110
speed,24-12-2015,02:00,2
direction,24-12-2015,02:00,120
speed,24-12-2015,05:00,3.5
direction,24-12-2015,05:00,110
speed,24-12-2015,08:00,1
direction,24-12-2015,08:00,90
speed,24-12-2015,11:00,6.5
direction,24-12-2015,11:00,70
speed,24-12-2015,14:00,5
direction,24-12-2015,14:00,60
speed,24-12-2015,17:00,2.5
direction,24-12-2015,17:00,30
speed,24-12-2015,20:00,3
direction,24-12-2015,20:00,100
speed,24-12-2015,23:00,4
direction,24-12-2015,23:00,110
speed,25-12-2015,02:00,3
direction,25-12-2015,02:00,110
speed,25-12-2015,05:00,4.5
direction,25-12-2015,05:00,110
speed,25-12-2015,08:00,3
direction,25-12-2015,08:00,100
speed,25-12-2015,11:00,2
direction,25-12-2015,11:00,200
speed,25-12-2015,14:00,2.5
direction,25-12-2015,14:00,240
speed,25-12-2015,17:00,2
direction,25-12-2015,17:00,250
speed,25-12-2015,20:00,2
direction,25-12-2015,20:00,130
speed,25-12-2015,23:00,4
direction,25-12-2015,23:00,130
speed,26-12-2015,02:00,3.5
direction,26-12-2015,02:00,130
speed,26-12-2015,05:00,4.5
direction,26-12-2015,05:00,140
speed,26-12-2015,08:00,4.5
direction,26-12-2015,08:00,140
speed,26-12-2015,11:00,5.5
direction,26-12-2015,11:00,190
speed,26-12-2015,14:00,4.5
direction,26-12-2015,14:00,210
speed,26-12-2015,17:00,3.5
direction,26-12-2015,17:00,290
speed,26-12-2015,20:00,1.5
direction,26-12-2015,20:00,130
speed,26-12-2015,23:00,4
direction,26-12-2015,23:00,110
speed,27-12-2015,02:00,3.5
direction,27-12-2015,02:00,110
speed,27-12-2015,05:00,3.5
direction,27-12-2015,05:00,90
speed,27-12-2015,08:00,2.5
direction,27-12-2015,08:00,100
speed,27-12-2015,11:00,4
direction,27-12-2015,11:00,50
speed,27-12-2015,14:00,7
direction,27-12-2015,14:00,10
speed,27-12-2015,17:00,7.5
direction,27-12-2015,17:00,10
speed,27-12-2015,20:00,2.5
direction,27-12-2015,20:00,60
speed,27-12-2015,23:00,3.5
direction,27-12-2015,23:00,90
speed,28-12-2015,02:00,4.5
direction,28-12-2015,02:00,80
speed,28-12-2015,05:00,4
direction,28-12-2015,05:00,100
speed,28-12-2015,08:00,3.5
direction,28-12-2015,08:00,90
speed,28-12-2015,11:00,4
direction,28-12-2015,11:00,100
speed,28-12-2015,14:00,4.5
direction,28-12-2015,14:00,90
speed,28-12-2015,17:00,3
direction,28-12-2015,17:00,70
speed,28-12-2015,20:00,2
direction,28-12-2015,20:00,40
speed,28-12-2015,23:00,4.5
direction,28-12-2015,23:00,70
speed,29-12-2015,02:00,5.5
direction,29-12-2015,02:00,70
speed,29-12-2015,05:00,6
direction,29-12-2015,05:00,70
speed,29-12-2015,08:00,6.5
direction,29-12-2015,08:00,60
speed,29-12-2015,11:00,7
direction,29-12-2015,11:00,70
speed,29-12-2015,14:00,5
direction,29-12-2015,14:00,70
speed,29-12-2015,17:00,3.5
direction,29-12-2015,17:00,60
speed,29-12-2015,20:00,3
direction,29-12-2015,20:00,80
speed,29-12-2015,23:00,4
direction,29-12-2015,23:00,70
speed,30-12-2015,02:00,3.5
direction,30-12-2015,02:00,70
speed,30-12-2015,05:00,3
direction,30-12-2015,05:00,100
speed,30-12-2015,08:00,2
direction,30-12-2015,08:00,80
speed,30-12-2015,11:00,2
direction,30-12-2015,11:00,270
speed,30-12-2015,14:00,5
direction,30-12-2015,14:00,290
speed,30-12-2015,17:00,6.5
direction,30-12-2015,17:00,240
speed,30-12-2015,20:00,8.5
direction,30-12-2015,20:00,250
speed,30-12-2015,23:00,7.5
direction,30-12-2015,23:00,280
speed,31-12-2015,02:00,10.5
direction,31-12-2015,02:00,260
speed,31-12-2015,05:00,11.5
direction,31-12-2015,05:00,250
speed,31-12-2015,08:00,10.5
direction,31-12-2015,08:00,270
speed,31-12-2015,11:00,12
direction,31-12-2015,11:00,270
speed,31-12-2015,14:00,11.5
direction,31-12-2015,14:00,270
speed,31-12-2015,17:00,10.5
direction,31-12-2015,17:00,290
speed,31-12-2015,20:00,10.5
direction,31-12-2015,20:00,270
