Variable,date,Hour,Value
speed,08-06-2015,11:00,3.5
direction,08-06-2015,11:00,360
speed,08-06-2015,14:00,10.5
direction,08-06-2015,14:00,360
speed,08-06-2015,17:00,11.5
direction,08-06-2015,17:00,10
speed,08-06-2015,20:00,3.5
direction,08-06-2015,20:00,20
speed,08-06-2015,23:00,1.5
direction,08-06-2015,23:00,30
speed,09-06-2015,02:00,5.5
direction,09-06-2015,02:00,360
speed,09-06-2015,05:00,1.5
direction,09-06-2015,05:00,200
speed,09-06-2015,08:00,2.5
direction,09-06-2015,08:00,220
speed,09-06-2015,11:00,2.5
direction,09-06-2015,11:00,280
speed,09-06-2015,14:00,4.5
direction,09-06-2015,14:00,310
speed,09-06-2015,17:00,5
direction,09-06-2015,17:00,330
speed,09-06-2015,20:00,4
direction,09-06-2015,20:00,310
speed,09-06-2015,23:00,4
direction,09-06-2015,23:00,320
speed,10-06-2015,02:00,3.5
direction,10-06-2015,02:00,280
speed,10-06-2015,05:00,4
direction,10-06-2015,05:00,310
speed,10-06-2015,08:00,3
direction,10-06-2015,08:00,250
speed,10-06-2015,11:00,4.5
direction,10-06-2015,11:00,280
speed,10-06-2015,14:00,6
direction,10-06-2015,14:00,300
speed,10-06-2015,17:00,5.5
direction,10-06-2015,17:00,320
speed,10-06-2015,20:00,4
direction,10-06-2015,20:00,310
speed,10-06-2015,23:00,4
direction,10-06-2015,23:00,280
speed,11-06-2015,02:00,5
direction,11-06-2015,02:00,310
speed,11-06-2015,05:00,4.5
direction,11-06-2015,05:00,320
speed,11-06-2015,08:00,3
direction,11-06-2015,08:00,310
speed,11-06-2015,11:00,3
direction,11-06-2015,11:00,300
speed,11-06-2015,14:00,5
direction,11-06-2015,14:00,290
speed,11-06-2015,17:00,6
direction,11-06-2015,17:00,330
speed,11-06-2015,20:00,5
direction,11-06-2015,20:00,350
speed,11-06-2015,23:00,1
direction,11-06-2015,23:00,20
speed,12-06-2015,02:00,3.5
direction,12-06-2015,02:00,320
speed,12-06-2015,05:00,1
direction,12-06-2015,05:00,110
speed,12-06-2015,08:00,1
direction,12-06-2015,08:00,230
speed,12-06-2015,11:00,3.5
direction,12-06-2015,11:00,280
speed,12-06-2015,14:00,5.5
direction,12-06-2015,14:00,320
speed,12-06-2015,17:00,5.5
direction,12-06-2015,17:00,340
speed,12-06-2015,20:00,5
direction,12-06-2015,20:00,340
speed,12-06-2015,23:00,4
direction,12-06-2015,23:00,330
speed,13-06-2015,02:00,2.5
direction,13-06-2015,02:00,330
speed,13-06-2015,05:00,1
direction,13-06-2015,05:00,60
speed,13-06-2015,08:00,1
direction,13-06-2015,08:00,240
speed,13-06-2015,11:00,5
direction,13-06-2015,11:00,290
speed,13-06-2015,14:00,5.5
direction,13-06-2015,14:00,310
speed,13-06-2015,17:00,4.5
direction,13-06-2015,17:00,320
speed,13-06-2015,20:00,3
direction,13-06-2015,20:00,290
speed,13-06-2015,23:00,3.5
direction,13-06-2015,23:00,300
speed,14-06-2015,02:00,3
direction,14-06-2015,02:00,290
speed,14-06-2015,05:00,2
direction,14-06-2015,05:00,280
speed,14-06-2015,08:00,2
direction,14-06-2015,08:00,250
speed,14-06-2015,11:00,4
direction,14-06-2015,11:00,270
speed,14-06-2015,14:00,4
direction,14-06-2015,14:00,300
speed,14-06-2015,17:00,3
direction,14-06-2015,17:00,300
speed,14-06-2015,20:00,3.5
direction,14-06-2015,20:00,290
speed,14-06-2015,23:00,2.5
direction,14-06-2015,23:00,260
speed,15-06-2015,02:00,3.5
direction,15-06-2015,02:00,230
speed,15-06-2015,05:00,3
direction,15-06-2015,05:00,240
speed,15-06-2015,08:00,3.5
direction,15-06-2015,08:00,240
speed,15-06-2015,11:00,4
direction,15-06-2015,11:00,220
speed,15-06-2015,14:00,5
direction,15-06-2015,14:00,270
speed,15-06-2015,17:00,3
direction,15-06-2015,17:00,280
speed,15-06-2015,20:00,2
direction,15-06-2015,20:00,260
speed,15-06-2015,23:00,3
direction,15-06-2015,23:00,220
speed,16-06-2015,02:00,3.5
direction,16-06-2015,02:00,220
speed,16-06-2015,05:00,4
direction,16-06-2015,05:00,150
speed,16-06-2015,08:00,5
direction,16-06-2015,08:00,200
speed,16-06-2015,11:00,5
direction,16-06-2015,11:00,230
speed,16-06-2015,14:00,3.5
direction,16-06-2015,14:00,260
speed,16-06-2015,17:00,4
direction,16-06-2015,17:00,310
speed,16-06-2015,20:00,1.5
direction,16-06-2015,20:00,270
speed,16-06-2015,23:00,3
direction,16-06-2015,23:00,200
speed,17-06-2015,02:00,2.5
direction,17-06-2015,02:00,160
speed,17-06-2015,05:00,4
direction,17-06-2015,05:00,150
speed,17-06-2015,08:00,5.5
direction,17-06-2015,08:00,190
speed,17-06-2015,11:00,5
direction,17-06-2015,11:00,220
speed,17-06-2015,14:00,3.5
direction,17-06-2015,14:00,240
speed,17-06-2015,17:00,3
direction,17-06-2015,17:00,290
speed,17-06-2015,20:00,2
direction,17-06-2015,20:00,240
speed,17-06-2015,23:00,1.5
direction,17-06-2015,23:00,210
speed,18-06-2015,02:00,3
direction,18-06-2015,02:00,210
speed,18-06-2015,05:00,4
direction,18-06-2015,05:00,150
speed,18-06-2015,08:00,4
direction,18-06-2015,08:00,200
speed,18-06-2015,11:00,5
direction,18-06-2015,11:00,220
speed,18-06-2015,14:00,5
direction,18-06-2015,14:00,250
speed,18-06-2015,17:00,2
direction,18-06-2015,17:00,290
speed,18-06-2015,20:00,1.5
direction,18-06-2015,20:00,170
speed,18-06-2015,23:00,2.5
direction,18-06-2015,23:00,100
speed,19-06-2015,02:00,0.5
direction,19-06-2015,02:00,70
speed,19-06-2015,05:00,2.5
direction,19-06-2015,05:00,70
speed,19-06-2015,08:00,2
direction,19-06-2015,08:00,210
speed,19-06-2015,11:00,7.5
direction,19-06-2015,11:00,260
speed,19-06-2015,14:00,5.5
direction,19-06-2015,14:00,250
speed,19-06-2015,17:00,5
direction,19-06-2015,17:00,230
speed,19-06-2015,20:00,4.5
direction,19-06-2015,20:00,250
speed,19-06-2015,23:00,5.5
direction,19-06-2015,23:00,270
speed,20-06-2015,02:00,3.5
direction,20-06-2015,02:00,250
speed,20-06-2015,05:00,3.5
direction,20-06-2015,05:00,240
speed,20-06-2015,08:00,4.5
direction,20-06-2015,08:00,220
speed,20-06-2015,11:00,5.5
direction,20-06-2015,11:00,260
speed,20-06-2015,14:00,6
direction,20-06-2015,14:00,280
speed,20-06-2015,17:00,4.5
direction,20-06-2015,17:00,300
speed,20-06-2015,20:00,4
direction,20-06-2015,20:00,300
speed,20-06-2015,23:00,4
direction,20-06-2015,23:00,300
speed,21-06-2015,02:00,4.5
direction,21-06-2015,02:00,290
speed,21-06-2015,05:00,2.5
direction,21-06-2015,05:00,240
speed,21-06-2015,08:00,3.5
direction,21-06-2015,08:00,230
speed,21-06-2015,11:00,4.5
direction,21-06-2015,11:00,260
speed,21-06-2015,14:00,5.5
direction,21-06-2015,14:00,290
speed,21-06-2015,17:00,5
direction,21-06-2015,17:00,300
speed,21-06-2015,20:00,4
direction,21-06-2015,20:00,290
speed,21-06-2015,23:00,4
direction,21-06-2015,23:00,270
speed,22-06-2015,02:00,3
direction,22-06-2015,02:00,280
speed,22-06-2015,05:00,1.5
direction,22-06-2015,05:00,100
speed,22-06-2015,08:00,2.5
direction,22-06-2015,08:00,270
speed,22-06-2015,11:00,3.5
direction,22-06-2015,11:00,270
speed,22-06-2015,14:00,5
direction,22-06-2015,14:00,300
speed,22-06-2015,17:00,5.5
direction,22-06-2015,17:00,320
speed,22-06-2015,20:00,4
direction,22-06-2015,20:00,310
speed,22-06-2015,23:00,4.5
direction,22-06-2015,23:00,320
speed,23-06-2015,02:00,3
direction,23-06-2015,02:00,300
speed,23-06-2015,05:00,3
direction,23-06-2015,05:00,270
speed,23-06-2015,08:00,3
direction,23-06-2015,08:00,260
speed,23-06-2015,11:00,4.5
direction,23-06-2015,11:00,260
speed,23-06-2015,14:00,5.5
direction,23-06-2015,14:00,280
speed,23-06-2015,17:00,4.5
direction,23-06-2015,17:00,280
speed,23-06-2015,20:00,4.5
direction,23-06-2015,20:00,270
speed,23-06-2015,23:00,2.5
direction,23-06-2015,23:00,240
speed,24-06-2015,02:00,4.5
direction,24-06-2015,02:00,270
speed,24-06-2015,05:00,5
direction,24-06-2015,05:00,260
speed,24-06-2015,08:00,4.5
direction,24-06-2015,08:00,270
speed,24-06-2015,11:00,5
direction,24-06-2015,11:00,260
speed,24-06-2015,14:00,7
direction,24-06-2015,14:00,280
speed,24-06-2015,17:00,6
direction,24-06-2015,17:00,280
speed,24-06-2015,20:00,5.5
direction,24-06-2015,20:00,290
speed,24-06-2015,23:00,5
direction,24-06-2015,23:00,250
speed,25-06-2015,02:00,6.5
direction,25-06-2015,02:00,270
speed,25-06-2015,05:00,4.5
direction,25-06-2015,05:00,240
speed,25-06-2015,08:00,5.5
direction,25-06-2015,08:00,250
speed,25-06-2015,11:00,4.5
direction,25-06-2015,11:00,260
speed,25-06-2015,14:00,5.5
direction,25-06-2015,14:00,250
speed,25-06-2015,17:00,5
direction,25-06-2015,17:00,260
speed,25-06-2015,20:00,5
direction,25-06-2015,20:00,240
speed,25-06-2015,23:00,5.5
direction,25-06-2015,23:00,220
speed,26-06-2015,02:00,5.5
direction,26-06-2015,02:00,230
speed,26-06-2015,05:00,5
direction,26-06-2015,05:00,230
speed,26-06-2015,08:00,5.5
direction,26-06-2015,08:00,220
speed,26-06-2015,11:00,7.5
direction,26-06-2015,11:00,210
speed,26-06-2015,14:00,6.5
direction,26-06-2015,14:00,230
speed,26-06-2015,17:00,6
direction,26-06-2015,17:00,220
speed,26-06-2015,20:00,5.5
direction,26-06-2015,20:00,240
speed,26-06-2015,23:00,5.5
direction,26-06-2015,23:00,230
speed,27-06-2015,02:00,4.5
direction,27-06-2015,02:00,230
speed,27-06-2015,05:00,5
direction,27-06-2015,05:00,210
speed,27-06-2015,08:00,5
direction,27-06-2015,08:00,190
speed,27-06-2015,11:00,4.5
direction,27-06-2015,11:00,220
speed,27-06-2015,14:00,5
direction,27-06-2015,14:00,280
speed,27-06-2015,17:00,4
direction,27-06-2015,17:00,330
speed,27-06-2015,20:00,2.5
direction,27-06-2015,20:00,40
speed,27-06-2015,23:00,2
direction,27-06-2015,23:00,100
speed,28-06-2015,02:00,10
direction,28-06-2015,02:00,200
speed,28-06-2015,05:00,8.5
direction,28-06-2015,05:00,200
speed,28-06-2015,08:00,6
direction,28-06-2015,08:00,200
speed,28-06-2015,11:00,6
direction,28-06-2015,11:00,240
speed,28-06-2015,14:00,6
direction,28-06-2015,14:00,250
speed,28-06-2015,17:00,6
direction,28-06-2015,17:00,280
speed,28-06-2015,20:00,3
direction,28-06-2015,20:00,330
speed,28-06-2015,23:00,5
direction,28-06-2015,23:00,270
speed,29-06-2015,02:00,2.5
direction,29-06-2015,02:00,300
speed,29-06-2015,05:00,2
direction,29-06-2015,05:00,120
speed,29-06-2015,08:00,1.5
direction,29-06-2015,08:00,240
speed,29-06-2015,11:00,5
direction,29-06-2015,11:00,260
speed,29-06-2015,14:00,6
direction,29-06-2015,14:00,290
speed,29-06-2015,17:00,5
direction,29-06-2015,17:00,310
speed,29-06-2015,20:00,5.5
direction,29-06-2015,20:00,330
speed,29-06-2015,23:00,4
direction,29-06-2015,23:00,330
speed,30-06-2015,02:00,1
direction,30-06-2015,02:00,110
speed,30-06-2015,05:00,2.5
direction,30-06-2015,05:00,110
speed,30-06-2015,08:00,1.5
direction,30-06-2015,08:00,260
speed,30-06-2015,11:00,3
direction,30-06-2015,11:00,270
speed,30-06-2015,14:00,5.5
direction,30-06-2015,14:00,290
speed,30-06-2015,17:00,5
direction,30-06-2015,17:00,310
speed,30-06-2015,20:00,3.5
direction,30-06-2015,20:00,320
speed,30-06-2015,23:00,2.5
direction,30-06-2015,23:00,310
speed,01-07-2015,02:00,1
direction,01-07-2015,02:00,90
speed,01-07-2015,05:00,2.5
direction,01-07-2015,05:00,120
speed,01-07-2015,08:00,0.5
direction,01-07-2015,08:00,240
speed,01-07-2015,11:00,6
direction,01-07-2015,11:00,330
speed,01-07-2015,14:00,8.5
direction,01-07-2015,14:00,340
speed,01-07-2015,17:00,10
direction,01-07-2015,17:00,350
speed,01-07-2015,20:00,8
direction,01-07-2015,20:00,340
speed,01-07-2015,23:00,4.5
direction,01-07-2015,23:00,330
speed,02-07-2015,02:00,4
direction,02-07-2015,02:00,320
speed,02-07-2015,05:00,2.5
direction,02-07-2015,05:00,320
speed,02-07-2015,08:00,2.5
direction,02-07-2015,08:00,350
speed,02-07-2015,11:00,4.5
direction,02-07-2015,11:00,300
speed,02-07-2015,14:00,5.5
direction,02-07-2015,14:00,300
speed,02-07-2015,17:00,6.5
direction,02-07-2015,17:00,320
speed,02-07-2015,20:00,4
direction,02-07-2015,20:00,310
speed,02-07-2015,23:00,4
direction,02-07-2015,23:00,290
speed,03-07-2015,02:00,2.5
direction,03-07-2015,02:00,260
speed,03-07-2015,05:00,3
direction,03-07-2015,05:00,230
speed,03-07-2015,08:00,4
direction,03-07-2015,08:00,250
speed,03-07-2015,11:00,4
direction,03-07-2015,11:00,240
speed,03-07-2015,14:00,4.5
direction,03-07-2015,14:00,260
speed,03-07-2015,17:00,4
direction,03-07-2015,17:00,300
speed,03-07-2015,20:00,3
direction,03-07-2015,20:00,280
speed,03-07-2015,23:00,2.5
direction,03-07-2015,23:00,210
speed,04-07-2015,02:00,3
direction,04-07-2015,02:00,210
speed,04-07-2015,05:00,2
direction,04-07-2015,05:00,240
speed,04-07-2015,08:00,3
direction,04-07-2015,08:00,240
speed,04-07-2015,11:00,4
direction,04-07-2015,11:00,230
speed,04-07-2015,14:00,5
direction,04-07-2015,14:00,270
speed,04-07-2015,17:00,4.5
direction,04-07-2015,17:00,320
speed,04-07-2015,20:00,3.5
direction,04-07-2015,20:00,350
speed,04-07-2015,23:00,1
direction,04-07-2015,23:00,120
speed,05-07-2015,02:00,0.5
direction,05-07-2015,02:00,100
speed,05-07-2015,05:00,3
direction,05-07-2015,05:00,110
speed,05-07-2015,08:00,2
direction,05-07-2015,08:00,200
speed,05-07-2015,11:00,3
direction,05-07-2015,11:00,270
speed,05-07-2015,14:00,4.5
direction,05-07-2015,14:00,330
speed,05-07-2015,17:00,5
direction,05-07-2015,17:00,350
speed,05-07-2015,20:00,3.5
direction,05-07-2015,20:00,330
speed,05-07-2015,23:00,3
direction,05-07-2015,23:00,340
speed,06-07-2015,02:00,1.5
direction,06-07-2015,02:00,130
speed,06-07-2015,05:00,3
direction,06-07-2015,05:00,150
speed,06-07-2015,08:00,3.5
direction,06-07-2015,08:00,200
speed,06-07-2015,11:00,4
direction,06-07-2015,11:00,270
speed,06-07-2015,14:00,6
direction,06-07-2015,14:00,310
speed,06-07-2015,17:00,5
direction,06-07-2015,17:00,310
speed,06-07-2015,20:00,3
direction,06-07-2015,20:00,310
speed,06-07-2015,23:00,3.5
direction,06-07-2015,23:00,300
speed,07-07-2015,02:00,2.5
direction,07-07-2015,02:00,260
speed,07-07-2015,05:00,3.5
direction,07-07-2015,05:00,250
speed,07-07-2015,08:00,4
direction,07-07-2015,08:00,240
speed,07-07-2015,11:00,4.5
direction,07-07-2015,11:00,260
speed,07-07-2015,14:00,5
direction,07-07-2015,14:00,270
speed,07-07-2015,17:00,4.5
direction,07-07-2015,17:00,290
speed,07-07-2015,20:00,2.5
direction,07-07-2015,20:00,260
speed,07-07-2015,23:00,3.5
direction,07-07-2015,23:00,260
speed,08-07-2015,02:00,2.5
direction,08-07-2015,02:00,230
speed,08-07-2015,05:00,2.5
direction,08-07-2015,05:00,160
speed,08-07-2015,08:00,3.5
direction,08-07-2015,08:00,200
speed,08-07-2015,11:00,5
direction,08-07-2015,11:00,230
speed,08-07-2015,14:00,5.5
direction,08-07-2015,14:00,270
speed,08-07-2015,17:00,4
direction,08-07-2015,17:00,270
speed,08-07-2015,20:00,2.5
direction,08-07-2015,20:00,270
speed,08-07-2015,23:00,3
direction,08-07-2015,23:00,240
speed,09-07-2015,02:00,3.5
direction,09-07-2015,02:00,210
speed,09-07-2015,05:00,3.5
direction,09-07-2015,05:00,140
speed,09-07-2015,08:00,2.5
direction,09-07-2015,08:00,220
speed,09-07-2015,11:00,3.5
direction,09-07-2015,11:00,250
speed,09-07-2015,14:00,5
direction,09-07-2015,14:00,290
speed,09-07-2015,17:00,5
direction,09-07-2015,17:00,320
speed,09-07-2015,20:00,3.5
direction,09-07-2015,20:00,340
speed,09-07-2015,23:00,2.5
direction,09-07-2015,23:00,310
speed,10-07-2015,02:00,1.5
direction,10-07-2015,02:00,110
speed,10-07-2015,05:00,2
direction,10-07-2015,05:00,130
speed,10-07-2015,08:00,2.5
direction,10-07-2015,08:00,240
speed,10-07-2015,11:00,3.5
direction,10-07-2015,11:00,290
speed,10-07-2015,14:00,5.5
direction,10-07-2015,14:00,300
speed,10-07-2015,17:00,6
direction,10-07-2015,17:00,330
speed,10-07-2015,20:00,3.5
direction,10-07-2015,20:00,310
speed,10-07-2015,23:00,3
direction,10-07-2015,23:00,260
speed,11-07-2015,02:00,3.5
direction,11-07-2015,02:00,240
speed,11-07-2015,05:00,3.5
direction,11-07-2015,05:00,150
speed,11-07-2015,08:00,6
direction,11-07-2015,08:00,200
speed,11-07-2015,11:00,5
direction,11-07-2015,11:00,210
speed,11-07-2015,14:00,3.5
direction,11-07-2015,14:00,240
speed,11-07-2015,17:00,5
direction,11-07-2015,17:00,290
speed,11-07-2015,20:00,3
direction,11-07-2015,20:00,280
speed,11-07-2015,23:00,3
direction,11-07-2015,23:00,250
speed,12-07-2015,02:00,3.5
direction,12-07-2015,02:00,220
speed,12-07-2015,05:00,3.5
direction,12-07-2015,05:00,140
speed,12-07-2015,08:00,3.5
direction,12-07-2015,08:00,200
speed,12-07-2015,11:00,4.5
direction,12-07-2015,11:00,230
speed,12-07-2015,14:00,4.5
direction,12-07-2015,14:00,260
speed,12-07-2015,17:00,3
direction,12-07-2015,17:00,300
speed,12-07-2015,20:00,2
direction,12-07-2015,20:00,320
speed,12-07-2015,23:00,1
direction,12-07-2015,23:00,270
speed,13-07-2015,02:00,2.5
direction,13-07-2015,02:00,270
speed,13-07-2015,05:00,4
direction,13-07-2015,05:00,140
speed,13-07-2015,08:00,4.5
direction,13-07-2015,08:00,200
speed,13-07-2015,11:00,5
direction,13-07-2015,11:00,240
speed,13-07-2015,14:00,6
direction,13-07-2015,14:00,290
speed,13-07-2015,17:00,5
direction,13-07-2015,17:00,310
speed,13-07-2015,20:00,3.5
direction,13-07-2015,20:00,340
speed,13-07-2015,23:00,2.5
direction,13-07-2015,23:00,330
speed,14-07-2015,02:00,3.5
direction,14-07-2015,02:00,150
speed,14-07-2015,05:00,2.5
direction,14-07-2015,05:00,140
speed,14-07-2015,08:00,3
direction,14-07-2015,08:00,200
speed,14-07-2015,11:00,4.5
direction,14-07-2015,11:00,240
speed,14-07-2015,14:00,5.5
direction,14-07-2015,14:00,290
speed,14-07-2015,17:00,5.5
direction,14-07-2015,17:00,330
speed,14-07-2015,20:00,3
direction,14-07-2015,20:00,330
speed,14-07-2015,23:00,2
direction,14-07-2015,23:00,320
speed,15-07-2015,02:00,2
direction,15-07-2015,02:00,260
speed,15-07-2015,05:00,1.5
direction,15-07-2015,05:00,250
speed,15-07-2015,08:00,4
direction,15-07-2015,08:00,210
speed,15-07-2015,11:00,4
direction,15-07-2015,11:00,240
speed,15-07-2015,14:00,5
direction,15-07-2015,14:00,280
speed,15-07-2015,17:00,4
direction,15-07-2015,17:00,310
speed,15-07-2015,20:00,2
direction,15-07-2015,20:00,320
speed,15-07-2015,23:00,1.5
direction,15-07-2015,23:00,250
speed,16-07-2015,02:00,3
direction,16-07-2015,02:00,150
speed,16-07-2015,05:00,3.5
direction,16-07-2015,05:00,140
speed,16-07-2015,08:00,4
direction,16-07-2015,08:00,190
speed,16-07-2015,11:00,4.5
direction,16-07-2015,11:00,220
speed,16-07-2015,14:00,4.5
direction,16-07-2015,14:00,260
speed,16-07-2015,17:00,4
direction,16-07-2015,17:00,270
speed,16-07-2015,20:00,2.5
direction,16-07-2015,20:00,230
speed,16-07-2015,23:00,3.5
direction,16-07-2015,23:00,210
speed,17-07-2015,02:00,1.5
direction,17-07-2015,02:00,70
speed,17-07-2015,05:00,3.5
direction,17-07-2015,05:00,140
speed,17-07-2015,08:00,4.5
direction,17-07-2015,08:00,180
speed,17-07-2015,11:00,5
direction,17-07-2015,11:00,230
speed,17-07-2015,14:00,4
direction,17-07-2015,14:00,260
speed,17-07-2015,17:00,3.5
direction,17-07-2015,17:00,290
speed,17-07-2015,20:00,2
direction,17-07-2015,20:00,250
speed,17-07-2015,23:00,2.5
direction,17-07-2015,23:00,230
speed,18-07-2015,02:00,3
direction,18-07-2015,02:00,160
speed,18-07-2015,05:00,3.5
direction,18-07-2015,05:00,150
speed,18-07-2015,08:00,5
direction,18-07-2015,08:00,190
speed,18-07-2015,11:00,5
direction,18-07-2015,11:00,220
speed,18-07-2015,14:00,4.5
direction,18-07-2015,14:00,270
speed,18-07-2015,17:00,3.5
direction,18-07-2015,17:00,270
speed,18-07-2015,20:00,2.5
direction,18-07-2015,20:00,270
speed,18-07-2015,23:00,3
direction,18-07-2015,23:00,230
speed,19-07-2015,02:00,3.5
direction,19-07-2015,02:00,220
speed,19-07-2015,05:00,2.5
direction,19-07-2015,05:00,150
speed,19-07-2015,08:00,5.5
direction,19-07-2015,08:00,190
speed,19-07-2015,11:00,5
direction,19-07-2015,11:00,240
speed,19-07-2015,14:00,5
direction,19-07-2015,14:00,270
speed,19-07-2015,17:00,4
direction,19-07-2015,17:00,310
speed,19-07-2015,20:00,2.5
direction,19-07-2015,20:00,300
speed,19-07-2015,23:00,2.5
direction,19-07-2015,23:00,230
speed,20-07-2015,02:00,2.5
direction,20-07-2015,02:00,240
speed,20-07-2015,05:00,3.5
direction,20-07-2015,05:00,150
speed,20-07-2015,08:00,3.5
direction,20-07-2015,08:00,200
speed,20-07-2015,11:00,4
direction,20-07-2015,11:00,230
speed,20-07-2015,14:00,4
direction,20-07-2015,14:00,270
speed,20-07-2015,17:00,4
direction,20-07-2015,17:00,310
speed,20-07-2015,20:00,2
direction,20-07-2015,20:00,310
speed,20-07-2015,23:00,1.5
direction,20-07-2015,23:00,260
speed,21-07-2015,02:00,2
direction,21-07-2015,02:00,250
speed,21-07-2015,05:00,4
direction,21-07-2015,05:00,150
speed,21-07-2015,08:00,4.5
direction,21-07-2015,08:00,210
speed,21-07-2015,11:00,4
direction,21-07-2015,11:00,240
speed,21-07-2015,14:00,4.5
direction,21-07-2015,14:00,290
speed,21-07-2015,17:00,4
direction,21-07-2015,17:00,310
speed,21-07-2015,20:00,2.5
direction,21-07-2015,20:00,330
speed,21-07-2015,23:00,2.5
direction,21-07-2015,23:00,320
speed,22-07-2015,02:00,2.5
direction,22-07-2015,02:00,150
speed,22-07-2015,05:00,3.5
direction,22-07-2015,05:00,140
speed,22-07-2015,08:00,3
direction,22-07-2015,08:00,210
speed,22-07-2015,11:00,3.5
direction,22-07-2015,11:00,260
speed,22-07-2015,14:00,4.5
direction,22-07-2015,14:00,290
speed,22-07-2015,17:00,5.5
direction,22-07-2015,17:00,330
speed,22-07-2015,20:00,6
direction,22-07-2015,20:00,350
speed,22-07-2015,23:00,3.5
direction,22-07-2015,23:00,320
speed,23-07-2015,02:00,0.5
direction,23-07-2015,02:00,140
speed,23-07-2015,05:00,2.5
direction,23-07-2015,05:00,140
speed,23-07-2015,08:00,3
direction,23-07-2015,08:00,200
speed,23-07-2015,11:00,4
direction,23-07-2015,11:00,280
speed,23-07-2015,14:00,6
direction,23-07-2015,14:00,300
speed,23-07-2015,17:00,5.5
direction,23-07-2015,17:00,350
speed,23-07-2015,20:00,4.5
direction,23-07-2015,20:00,330
speed,23-07-2015,23:00,2.5
direction,23-07-2015,23:00,360
speed,24-07-2015,02:00,2
direction,24-07-2015,02:00,90
speed,24-07-2015,05:00,0.5
direction,24-07-2015,05:00,10
speed,24-07-2015,08:00,2
direction,24-07-2015,08:00,310
speed,24-07-2015,11:00,6.5
direction,24-07-2015,11:00,340
speed,24-07-2015,14:00,9.5
direction,24-07-2015,14:00,340
speed,24-07-2015,17:00,10.5
direction,24-07-2015,17:00,350
speed,24-07-2015,20:00,8.5
direction,24-07-2015,20:00,360
speed,24-07-2015,23:00,7.5
direction,24-07-2015,23:00,10
speed,25-07-2015,02:00,0.5
direction,25-07-2015,02:00,170
speed,25-07-2015,05:00,2
direction,25-07-2015,05:00,110
speed,25-07-2015,08:00,1.5
direction,25-07-2015,08:00,280
speed,25-07-2015,11:00,5.5
direction,25-07-2015,11:00,310
speed,25-07-2015,14:00,6
direction,25-07-2015,14:00,330
speed,25-07-2015,17:00,7
direction,25-07-2015,17:00,340
speed,25-07-2015,20:00,6
direction,25-07-2015,20:00,350
speed,25-07-2015,23:00,5
direction,25-07-2015,23:00,340
speed,26-07-2015,02:00,5
direction,26-07-2015,02:00,330
speed,26-07-2015,05:00,3.5
direction,26-07-2015,05:00,320
speed,26-07-2015,08:00,2
direction,26-07-2015,08:00,270
speed,26-07-2015,11:00,4.5
direction,26-07-2015,11:00,300
speed,26-07-2015,14:00,5
direction,26-07-2015,14:00,300
speed,26-07-2015,17:00,6
direction,26-07-2015,17:00,330
speed,26-07-2015,20:00,5
direction,26-07-2015,20:00,340
speed,26-07-2015,23:00,3
direction,26-07-2015,23:00,330
speed,27-07-2015,02:00,3.5
direction,27-07-2015,02:00,310
speed,27-07-2015,05:00,2
direction,27-07-2015,05:00,290
speed,27-07-2015,08:00,2.5
direction,27-07-2015,08:00,280
speed,27-07-2015,11:00,2.5
direction,27-07-2015,11:00,260
speed,27-07-2015,14:00,4.5
direction,27-07-2015,14:00,290
speed,27-07-2015,17:00,5.5
direction,27-07-2015,17:00,310
speed,27-07-2015,20:00,4
direction,27-07-2015,20:00,320
speed,27-07-2015,23:00,3.5
direction,27-07-2015,23:00,330
speed,28-07-2015,02:00,2.5
direction,28-07-2015,02:00,280
speed,28-07-2015,05:00,0.5
direction,28-07-2015,05:00,90
speed,28-07-2015,08:00,2
direction,28-07-2015,08:00,240
speed,28-07-2015,11:00,4.5
direction,28-07-2015,11:00,270
speed,28-07-2015,14:00,5
direction,28-07-2015,14:00,310
speed,28-07-2015,17:00,4.5
direction,28-07-2015,17:00,320
speed,28-07-2015,20:00,3
direction,28-07-2015,20:00,340
speed,28-07-2015,23:00,1.5
direction,28-07-2015,23:00,340
speed,29-07-2015,02:00,1.5
direction,29-07-2015,02:00,120
speed,29-07-2015,05:00,2
direction,29-07-2015,05:00,140
speed,29-07-2015,08:00,2
direction,29-07-2015,08:00,220
speed,29-07-2015,11:00,4
direction,29-07-2015,11:00,280
speed,29-07-2015,14:00,5
direction,29-07-2015,14:00,310
speed,29-07-2015,17:00,6
direction,29-07-2015,17:00,330
speed,29-07-2015,20:00,4
direction,29-07-2015,20:00,350
speed,29-07-2015,23:00,1.5
direction,29-07-2015,23:00,10
speed,30-07-2015,02:00,2.5
direction,30-07-2015,02:00,130
speed,30-07-2015,05:00,2.5
direction,30-07-2015,05:00,120
speed,30-07-2015,08:00,1.5
direction,30-07-2015,08:00,210
speed,30-07-2015,11:00,3
direction,30-07-2015,11:00,250
speed,30-07-2015,14:00,4
direction,30-07-2015,14:00,290
speed,30-07-2015,17:00,3
direction,30-07-2015,17:00,300
speed,30-07-2015,20:00,1
direction,30-07-2015,20:00,280
speed,30-07-2015,23:00,1
direction,30-07-2015,23:00,50
speed,31-07-2015,02:00,1.5
direction,31-07-2015,02:00,120
speed,31-07-2015,05:00,2.5
direction,31-07-2015,05:00,130
speed,31-07-2015,08:00,3
